patients,evening_weekend,would_rec,n_asked,practice_id
2580,YES,NA,NA,40852
11008,YES,NA,NA,41789
4963,YES,NA,NA,37927
17407,YES,NA,NA,43767
8183,YES,98%,448,42262
6153,YES,NA,NA,41235
6988,YES,98%,44,39790
4146,YES,NA,NA,44961
9155,YES,NA,NA,44471
8116,YES,NA,NA,40184
5371,YES,96%,52,36391
5034,YES,NA,NA,39731
10745,YES,83%,30,43945
12572,YES,89%,458,38723
13959,YES,98%,49,37559
6025,YES,NA,NA,44508
5681,YES,NA,NA,38190
3812,YES,NA,NA,43561
9272,YES,98%,50,39942
10482,YES,NA,NA,41358
2952,YES,NA,NA,44862
2564,YES,NA,NA,41103
8231,YES,NA,NA,43219
8634,YES,NA,NA,45141
17457,YES,93%,652,44734
6395,YES,86%,116,39459
10232,YES,91%,155,42810
3080,YES,NA,NA,41944
9139,YES,80%,10,40691
9299,YES,NA,NA,41473
23150,YES,NA,NA,39128
9347,YES,NA,NA,37107
8738,YES,92%,177,35593
8738,YES,92%,177,41435
13243,YES,88%,26,41924
7988,YES,NA,NA,41219
6746,YES,86%,7,41307
10652,YES,NA,NA,39724
17657,YES,NA,NA,37709
31074,YES,NA,NA,38200
9663,YES,NA,NA,37857
14614,YES,NA,NA,44087
5030,YES,NA,NA,118733
8505,YES,NA,NA,44510
10093,YES,NA,NA,121047
4669,YES,100%,29,44233
15256,YES,96%,598,43116
33526,YES,87%,119,44378
18706,YES,NA,NA,36809
11742,YES,93%,172,42666
4198,YES,84%,32,35485
23719,YES,96%,24,37006
10318,YES,86%,7,37099
5837,YES,96%,23,38116
7147,YES,97%,288,38184
15684,YES,93%,305,39755
11537,YES,90%,394,42729
4198,YES,84%,32,36579
4198,YES,84%,32,38427
9447,NA,100%,17,35635
9347,YES,NA,NA,41803
9347,YES,NA,NA,46251
3995,YES,91%,158,36840
9413,YES,NA,NA,37603
7886,YES,94%,236,44039
5180,YES,NA,NA,41733
2863,YES,NA,NA,41514
14182,YES,95%,619,43862
13970,YES,NA,NA,41980
5641,YES,86%,21,38971
6112,YES,90%,137,35964
8305,YES,100%,12,40646
4279,YES,NA,NA,38524
2996,YES,NA,NA,37966
3607,YES,NA,NA,36215
21595,YES,90%,91,39551
5792,YES,NA,NA,37326
2344,YES,NA,NA,39527
5375,YES,97%,120,39182
9085,YES,NA,NA,42701
4940,YES,NA,NA,43449
8269,YES,NA,NA,44034
11984,YES,NA,NA,44644
6527,YES,NA,NA,45210
13033,YES,79%,288,42126
17335,NA,100%,13,153433
15253,YES,NA,NA,38617
8869,YES,NA,NA,36807
13500,YES,90%,67,36620
10139,YES,NA,NA,45249
2579,YES,NA,NA,35420
7808,YES,80%,60,43324
13850,YES,89%,253,36329
6300,YES,NA,NA,44074
10020,YES,100%,6,40588
14636,YES,NA,NA,44806
13862,YES,100%,13,37217
16372,YES,90%,346,37002
5491,YES,95%,21,39376
44484,YES,87%,15,113401
44484,YES,87%,15,44069
44484,NA,87%,15,40598
44484,YES,87%,15,125985
44484,NA,87%,15,35771
44484,YES,87%,15,113400
7594,YES,100%,46,43518
5986,YES,NA,NA,38031
10853,YES,93%,669,42968
5037,YES,100%,6,44646
9896,YES,93%,205,42274
13935,YES,NA,NA,43846
7942,YES,82%,17,41270
4663,YES,100%,26,39028
6252,YES,92%,75,37282
30301,NA,90%,10,36492
12976,YES,95%,101,43821
14852,YES,65%,20,44222
11929,YES,NA,NA,40567
2737,YES,100%,5,40937
4204,YES,98%,42,38243
10192,YES,91%,70,45195
7461,YES,NA,NA,38945
12193,NA,NA,NA,152116
4317,YES,93%,56,38373
13755,YES,NA,NA,40185
5273,YES,NA,NA,44279
5271,YES,54%,13,38657
7944,YES,NA,NA,41483
7680,YES,100%,30,37647
7680,YES,100%,30,104902
7680,YES,100%,30,46808
11349,YES,85%,52,43056
6404,YES,93%,30,44848
5083,YES,NA,NA,35209
9550,YES,94%,628,43467
20053,YES,NA,NA,38178
27486,YES,NA,NA,35780
9531,YES,NA,NA,37270
4191,YES,84%,25,44432
6209,NA,NA,NA,151810
3721,YES,91%,78,38556
12849,YES,100%,26,44213
10744,YES,NA,NA,40714
13165,YES,NA,NA,42522
6494,YES,NA,NA,35629
11159,YES,NA,NA,37266
6994,YES,89%,47,37323
33526,YES,87%,119,40060
12957,YES,91%,22,38909
7031,YES,NA,NA,36082
3986,YES,NA,NA,35216
6246,YES,92%,24,35760
16630,YES,90%,280,42012
4506,YES,NA,NA,37760
8200,YES,NA,NA,39800
2738,YES,NA,NA,38033
10894,YES,NA,NA,44652
15734,YES,92%,232,42693
10584,YES,NA,NA,43085
9044,YES,NA,NA,41301
5292,YES,NA,NA,40823
13557,YES,NA,NA,39867
6771,YES,NA,NA,36419
5433,YES,100%,8,42995
11006,YES,NA,NA,40287
8137,YES,89%,161,41019
2092,YES,NA,NA,41426
7430,YES,100%,10,35425
7862,YES,NA,NA,42994
11363,YES,91%,294,42730
11363,YES,91%,294,41222
3446,YES,93%,155,40117
11820,YES,NA,NA,127509
5524,YES,NA,NA,35589
29058,YES,89%,139,43848
3880,YES,NA,NA,42312
9810,YES,89%,164,44815
6431,YES,96%,446,41676
13672,YES,100%,7,39236
13850,NA,NA,NA,151983
13850,NA,NA,NA,151984
7216,YES,NA,NA,39948
20217,YES,77%,66,36947
20217,YES,77%,66,43507
8240,YES,NA,NA,43029
10258,YES,NA,NA,39086
10689,YES,NA,NA,44067
10689,YES,NA,NA,42703
18892,YES,74%,31,41269
24690,YES,NA,NA,43194
14652,YES,NA,NA,36662
6665,YES,98%,489,40050
3986,YES,NA,NA,39760
14469,YES,97%,203,39323
3312,YES,NA,NA,36517
5172,YES,92%,64,38432
3237,YES,85%,47,41558
7651,YES,100%,5,40553
18954,YES,83%,24,45163
13310,NA,NA,NA,152094
11951,YES,NA,NA,43744
9917,NA,91%,240,152613
10476,YES,94%,67,38921
8474,YES,NA,NA,36087
21178,YES,NA,NA,45001
5702,YES,NA,NA,40615
14548,YES,75%,48,36047
11828,YES,95%,44,44058
3721,YES,NA,NA,35656
6279,YES,99%,69,36385
5768,YES,NA,NA,40482
4037,YES,91%,11,45172
8786,YES,91%,33,36196
6680,YES,NA,NA,35597
11763,YES,95%,401,44502
6680,NA,NA,NA,152114
2045,YES,95%,20,41015
9179,YES,98%,64,35788
10737,YES,NA,NA,44401
4984,YES,NA,NA,44814
6387,YES,NA,NA,44949
58955,YES,NA,NA,43771
58955,YES,NA,NA,36324
58955,YES,NA,NA,41757
58955,YES,NA,NA,42948
58955,YES,NA,NA,43106
10296,NA,NA,NA,37610
4554,YES,NA,NA,40344
6111,YES,NA,NA,38276
8859,YES,NA,NA,84956
7531,YES,95%,44,38185
3527,YES,90%,10,36089
11403,YES,89%,262,42583
12084,YES,NA,NA,44650
7804,YES,100%,9,44855
9033,YES,100%,7,42011
21409,YES,99%,135,43033
55112,NA,NA,NA,152617
8719,YES,NA,NA,44236
15290,YES,93%,30,43605
9466,YES,82%,104,42801
21763,YES,85%,139,44496
6017,YES,NA,NA,43965
2894,YES,88%,26,41852
30831,NA,88%,109,141740
9274,YES,93%,359,37716
6365,YES,91%,11,39029
9311,YES,NA,NA,96511
47759,YES,93%,14,38558
10374,YES,95%,41,40091
5217,YES,NA,NA,39272
8913,YES,95%,283,40571
13702,YES,88%,531,41267
20810,YES,NA,NA,37403
5083,YES,NA,NA,42747
2522,YES,79%,24,126919
14994,YES,NA,NA,43325
9064,YES,NA,NA,42936
5084,YES,NA,NA,36897
12100,YES,NA,NA,36963
7114,YES,89%,137,36905
6025,YES,92%,208,43439
5404,YES,87%,52,38428
3163,YES,NA,NA,39115
11032,YES,96%,522,42776
7029,YES,90%,41,36657
2486,YES,100%,5,41401
3833,YES,95%,20,39540
10787,YES,95%,81,43336
7064,YES,96%,190,39794
11759,YES,92%,275,36925
8747,YES,NA,NA,37434
11146,YES,91%,117,36096
7692,NA,80%,50,152048
6849,YES,NA,NA,35590
11617,YES,93%,58,38201
3133,YES,NA,NA,44628
15502,NA,84%,88,36317
5551,YES,NA,NA,44710
14377,YES,NA,NA,39476
7175,YES,NA,NA,37201
5714,YES,94%,84,40368
4502,YES,96%,45,45145
4940,YES,100%,6,44922
4835,YES,90%,21,43789
6867,YES,86%,42,41149
NA,YES,NA,NA,38475
12244,YES,NA,NA,40098
12244,YES,NA,NA,35891
13477,YES,NA,NA,38177
13744,YES,NA,NA,44266
14150,YES,100%,59,43177
31074,YES,NA,NA,40761
8276,YES,NA,NA,39697
5440,YES,NA,NA,38372
16579,YES,91%,11,35522
15023,YES,NA,NA,38573
8087,YES,89%,92,43500
6530,YES,80%,5,45061
24560,YES,71%,119,117174
20051,YES,93%,30,41333
3139,YES,NA,NA,37050
2286,YES,86%,28,40111
5044,YES,96%,190,40161
6633,YES,100%,9,43667
8197,YES,91%,269,44289
6248,YES,NA,NA,42434
9708,YES,NA,NA,35486
9708,YES,NA,NA,120489
9708,YES,NA,NA,120490
7499,YES,94%,277,41455
8067,YES,100%,6,40481
5733,YES,95%,188,43816
3159,YES,NA,NA,40138
20492,YES,95%,131,37426
8008,YES,NA,NA,35632
7473,YES,NA,NA,39813
5229,YES,100%,5,40810
20985,YES,NA,NA,42018
9825,YES,100%,13,39005
19411,YES,64%,11,40875
19411,YES,64%,11,39635
10594,YES,NA,NA,42775
13263,YES,100%,11,35431
10769,YES,94%,445,44763
2451,YES,90%,20,42392
2212,YES,100%,8,42293
7187,YES,NA,NA,37833
14486,YES,NA,NA,35609
5500,YES,NA,NA,35458
10522,YES,NA,NA,40392
8315,YES,NA,NA,44168
15431,YES,NA,NA,40093
29623,YES,82%,11,36509
8505,NA,NA,NA,40738
9829,YES,NA,NA,40234
11756,YES,NA,NA,38157
3863,YES,NA,NA,42112
5463,YES,87%,75,42406
12456,YES,NA,NA,36488
5483,YES,NA,NA,37588
18696,YES,NA,NA,43635
6323,NA,97%,34,148714
5198,YES,NA,NA,42911
7944,YES,78%,27,38927
5465,YES,91%,155,43898
10842,YES,88%,157,44820
84819,NA,NA,NA,38398
7272,YES,93%,88,38899
9176,YES,98%,85,38219
9274,YES,NA,NA,38369
3767,YES,NA,NA,36762
7565,YES,88%,41,37580
2768,YES,NA,NA,40331
7499,YES,100%,14,35261
4050,YES,NA,NA,36412
11863,YES,94%,34,37654
6103,YES,NA,NA,44093
14140,YES,NA,NA,38214
9967,NA,94%,306,151993
12267,YES,82%,94,37781
10141,YES,91%,387,42774
9967,YES,94%,306,42477
12893,YES,67%,60,35508
10374,NA,95%,41,151872
10396,YES,93%,391,43536
9288,YES,97%,58,40387
7832,YES,NA,NA,39854
2464,YES,93%,14,40861
17597,YES,NA,NA,44956
10340,YES,69%,45,37688
6329,YES,NA,NA,41579
6670,YES,NA,NA,36134
7677,YES,NA,NA,42414
1856,YES,NA,NA,45135
4487,YES,100%,10,39590
12625,YES,96%,501,36916
9693,YES,83%,23,35778
5519,YES,NA,NA,43516
7839,YES,87%,62,42225
1882,YES,81%,21,43572
5685,YES,88%,8,41991
6139,YES,70%,10,41130
10829,YES,100%,9,37191
13052,YES,87%,110,40775
4810,YES,NA,NA,37012
4810,YES,NA,NA,38631
13594,YES,92%,146,37963
3252,YES,NA,NA,40371
9206,YES,NA,NA,36933
2765,NA,NA,NA,151894
7704,YES,NA,NA,39468
18696,YES,NA,NA,42326
19115,YES,NA,NA,40576
11506,YES,100%,12,37635
11233,YES,NA,NA,39611
4728,YES,87%,23,35848
7799,YES,NA,NA,39317
5148,YES,100%,22,40702
5657,YES,100%,51,41324
11280,YES,98%,45,41595
15638,YES,NA,NA,35584
15498,YES,81%,62,37115
16925,YES,NA,NA,38983
12208,YES,94%,477,45265
30420,YES,NA,NA,44860
10568,YES,NA,NA,44318
10012,YES,100%,7,40155
4950,YES,NA,NA,35332
3437,YES,NA,NA,40118
8862,NA,NA,NA,152077
10997,YES,NA,NA,40299
7666,YES,NA,NA,37059
4881,NA,98%,58,152127
3914,YES,100%,11,42006
10219,YES,NA,NA,44757
6438,YES,100%,14,39897
14557,YES,91%,55,41164
3332,YES,86%,7,35626
16440,YES,NA,NA,36231
16440,YES,NA,NA,46540
23817,YES,NA,NA,35799
10381,YES,NA,NA,109085
10381,YES,NA,NA,43233
10381,YES,NA,NA,44864
22329,YES,86%,666,40528
8644,YES,97%,63,35234
16730,YES,NA,NA,35339
6193,YES,NA,NA,35553
7470,YES,95%,82,42608
4091,YES,NA,NA,36284
10319,YES,NA,NA,40531
5969,NA,NA,NA,151820
11157,YES,97%,156,105355
6937,YES,82%,106,42817
4754,YES,0%,5,37252
13335,YES,NA,NA,39442
18529,YES,94%,506,36049
16500,YES,NA,NA,43520
4646,YES,90%,113,44483
12469,YES,96%,50,40266
19225,YES,NA,NA,41058
6233,YES,91%,33,42305
7282,YES,NA,NA,38788
25162,YES,90%,168,41547
76789,YES,84%,1734,39835
10660,YES,NA,NA,35178
19013,YES,79%,172,35470
10302,YES,NA,NA,35265
6689,YES,87%,45,35451
6568,YES,93%,1182,40186
8911,YES,96%,55,38735
18580,NA,83%,30,151989
15475,YES,91%,82,39356
7970,YES,NA,NA,40199
3264,YES,100%,9,41636
10658,YES,83%,46,45167
13643,NA,94%,459,152070
12025,YES,85%,475,107895
8692,YES,NA,NA,41928
7232,YES,NA,NA,40656
3266,YES,84%,57,40073
8064,YES,NA,NA,38111
13543,YES,NA,NA,43528
13026,YES,NA,NA,37119
30301,YES,90%,10,41352
2624,YES,88%,48,35291
9737,YES,NA,NA,39452
6278,YES,NA,NA,40956
19851,YES,81%,21,41512
17407,YES,NA,NA,35865
5279,YES,96%,25,41982
37010,NA,87%,194,152026
9463,YES,NA,NA,36057
11782,YES,NA,NA,38775
11782,NA,NA,NA,41480
5878,YES,81%,27,40489
4014,YES,100%,22,45075
6138,NA,100%,13,151844
19498,YES,NA,NA,36315
12443,NA,NA,NA,151964
7938,YES,NA,NA,42516
9595,YES,90%,296,41457
12208,YES,94%,477,101444
8521,YES,NA,NA,42907
13477,YES,100%,7,35222
NA,YES,NA,NA,141798
25965,YES,NA,NA,36256
3759,YES,100%,9,37799
4832,YES,NA,NA,36053
2609,YES,NA,NA,43627
17235,YES,71%,21,43326
6279,YES,88%,24,41309
6389,YES,NA,NA,41526
10041,YES,92%,49,40580
10041,YES,92%,49,41372
5142,YES,98%,116,43376
8162,YES,NA,NA,39543
6021,YES,79%,94,40204
13275,YES,92%,125,37808
19532,YES,91%,333,44779
6624,YES,100%,20,37328
15164,YES,NA,NA,36247
5437,YES,100%,19,41195
9718,YES,100%,6,43752
11928,YES,NA,NA,46812
11928,YES,NA,NA,37181
19917,YES,NA,NA,46216
3750,YES,NA,NA,42075
17027,YES,86%,265,37064
17027,NA,86%,265,40037
12407,YES,NA,NA,42485
11435,YES,NA,NA,44664
23794,YES,90%,63,127351
11370,YES,NA,NA,43007
7938,YES,NA,NA,36952
12334,YES,NA,NA,37572
9486,YES,NA,NA,42089
10098,YES,NA,NA,36062
4236,YES,NA,NA,36700
11993,YES,100%,5,36701
9921,YES,NA,NA,36516
9419,YES,NA,NA,41742
10042,YES,NA,NA,44341
8004,YES,96%,68,39447
20492,YES,NA,NA,44188
6032,YES,NA,NA,43524
12766,YES,98%,98,40286
7064,YES,93%,44,43729
6472,YES,NA,NA,36213
6847,YES,NA,NA,40215
11294,YES,92%,37,40112
8026,YES,80%,5,39592
4470,YES,100%,11,40330
15469,YES,96%,138,35277
3461,YES,91%,123,42083
14655,YES,78%,51,36137
14189,YES,88%,300,37135
13843,YES,95%,425,36013
8465,YES,82%,28,42959
6112,YES,97%,262,42128
3403,YES,100%,22,100375
9082,YES,100%,14,39464
10079,YES,100%,6,43893
3482,YES,NA,NA,38155
3893,YES,94%,166,37463
3221,YES,69%,13,42472
17568,YES,76%,21,37710
9195,YES,NA,NA,36892
9195,YES,NA,NA,40722
8126,YES,NA,NA,38063
11120,YES,NA,NA,40061
7241,YES,100%,30,44975
9789,YES,98%,54,37673
5861,YES,87%,188,42156
21299,NA,78%,360,35750
21299,YES,78%,360,38803
10787,YES,95%,81,43751
22329,YES,86%,666,124625
,,,,149357
13225,YES,96%,227,36779
14296,YES,NA,NA,42245
14124,YES,94%,398,37161
9458,YES,92%,287,41141
7569,YES,97%,144,119943
17899,YES,85%,13,43130
844,YES,NA,NA,141792
3756,YES,88%,17,37629
5009,YES,98%,58,37850
7187,YES,NA,NA,35214
9287,YES,93%,313,36292
3727,YES,94%,18,44426
6178,YES,NA,NA,42517
4344,YES,NA,NA,38202
6789,YES,84%,31,36548
18389,YES,NA,NA,35226
7919,YES,NA,NA,35773
5127,YES,NA,NA,37834
10342,YES,80%,10,40479
15740,YES,NA,NA,109990
15787,YES,NA,NA,40744
16198,YES,89%,96,43554
11191,YES,92%,24,41640
6779,NA,90%,52,153314
9403,YES,89%,434,38449
47046,YES,NA,NA,41104
7303,YES,NA,NA,40655
9492,YES,NA,NA,36937
9047,YES,85%,137,40411
4529,YES,93%,15,42898
7152,YES,92%,83,39643
7439,YES,NA,NA,38876
16089,YES,NA,NA,44185
16089,NA,NA,NA,151914
4500,YES,NA,NA,42171
2972,YES,NA,NA,42318
11393,YES,NA,NA,42683
6099,YES,NA,NA,43883
10660,YES,NA,NA,36393
10043,YES,94%,258,42173
10279,YES,NA,NA,40033
29919,YES,92%,26,40788
9111,YES,97%,33,38648
28053,YES,95%,164,38094
28053,YES,95%,164,44838
28053,YES,95%,164,119934
9003,YES,96%,26,38610
12412,YES,61%,88,35328
9089,YES,91%,381,41225
16123,YES,78%,69,37591
3565,YES,82%,106,40750
7328,YES,85%,227,36277
5373,YES,NA,NA,44439
13754,YES,83%,221,41220
9087,YES,100%,18,42388
7506,YES,96%,45,43041
26950,YES,NA,NA,37415
13112,YES,91%,398,37361
8054,YES,88%,49,35535
4456,YES,94%,82,39515
5081,YES,95%,375,39116
3535,YES,NA,NA,38826
11573,YES,91%,318,44766
7361,YES,NA,NA,43333
84819,YES,NA,NA,44556
84819,NA,NA,NA,152125
84819,NA,NA,NA,35224
11672,YES,65%,119,46929
11613,YES,88%,43,37007
9756,YES,NA,NA,41081
14570,YES,95%,333,41163
17956,YES,95%,113,108813
11613,YES,88%,43,38875
11613,NA,88%,43,151902
9587,YES,93%,97,44534
7297,YES,NA,NA,44590
15709,YES,97%,35,40152
3945,YES,NA,NA,44772
5069,YES,NA,NA,44780
9962,YES,NA,NA,43253
8918,YES,NA,NA,41405
12519,YES,NA,NA,36740
2722,YES,100%,20,42093
17294,YES,94%,123,45185
5501,YES,91%,11,35596
9089,YES,100%,10,44129
6865,YES,NA,NA,43182
1885,YES,100%,9,41567
10270,YES,69%,166,40972
6681,YES,NA,NA,37692
8489,YES,NA,NA,39144
8489,YES,NA,NA,44089
12249,YES,90%,187,42120
6977,YES,90%,126,40603
3753,YES,100%,107,35489
10213,YES,89%,37,40953
9202,YES,NA,NA,37859
9202,YES,NA,NA,35174
3389,YES,NA,NA,43802
3676,YES,NA,NA,35394
10002,YES,91%,11,35740
5196,YES,NA,NA,42820
15276,YES,97%,172,42068
9917,YES,92%,39,40965
8884,YES,NA,NA,40853
17048,YES,NA,NA,38091
4345,YES,NA,NA,42887
19550,YES,NA,NA,42849
27058,YES,NA,NA,38384
2755,YES,NA,NA,37533
5241,YES,83%,100,35365
22033,YES,91%,117,41414
5099,YES,79%,24,35457
5983,YES,96%,277,39273
7552,YES,57%,28,38603
5749,YES,NA,NA,43073
4726,YES,94%,333,40846
17417,YES,100%,110,37318
14570,YES,84%,248,40677
12146,YES,NA,NA,42346
1745,YES,NA,NA,38282
9442,YES,94%,87,41950
8968,YES,NA,NA,35201
8101,YES,NA,NA,35184
11266,YES,86%,56,40799
3723,YES,NA,NA,38728
4903,YES,NA,NA,43543
3985,YES,NA,NA,44731
5922,YES,NA,NA,39951
16762,YES,94%,155,46468
2991,YES,NA,NA,45251
19921,YES,95%,248,41381
14484,YES,100%,39,35473
8173,YES,NA,NA,36996
10588,YES,NA,NA,39839
8549,YES,NA,NA,39785
10975,YES,NA,NA,41273
2508,YES,NA,NA,40909
9300,YES,NA,NA,43946
13881,YES,NA,NA,36254
12334,YES,NA,NA,36118
8917,YES,95%,367,41212
10021,YES,NA,NA,36143
10891,YES,NA,NA,43463
3811,YES,100%,11,36178
5988,YES,NA,NA,45026
8747,YES,NA,NA,41625
7560,YES,71%,21,36889
8917,YES,96%,49,39168
4353,YES,80%,5,38189
5015,YES,NA,NA,38273
15197,YES,98%,49,39370
10898,YES,NA,NA,44599
8846,YES,NA,NA,38682
7266,YES,NA,NA,38716
5813,YES,NA,NA,42756
7691,YES,NA,NA,44220
51,NA,NA,NA,152178
13290,YES,NA,NA,42273
3186,YES,NA,NA,44543
4687,YES,NA,NA,42081
10824,YES,95%,105,40786
10824,YES,95%,105,38705
18136,YES,65%,951,39023
16414,YES,NA,NA,45005
4467,YES,NA,NA,41669
24073,YES,91%,430,42271
6185,YES,NA,NA,37072
2474,YES,NA,NA,40640
15593,YES,89%,89,40631
2543,YES,NA,NA,40837
6792,YES,NA,NA,43619
15566,YES,NA,NA,43280
15566,YES,NA,NA,110354
6671,YES,NA,NA,43147
1954,YES,92%,13,44511
7656,YES,NA,NA,37479
16682,YES,NA,NA,43436
3179,YES,100%,10,37785
8575,YES,56%,9,38266
6580,YES,85%,20,36723
12709,YES,NA,NA,40847
7902,YES,60%,5,35782
5163,YES,87%,15,36165
7774,YES,89%,18,42659
4756,YES,58%,12,41342
10284,YES,NA,NA,45090
34,YES,NA,NA,130149
4789,YES,NA,NA,40935
7970,YES,NA,NA,35162
7136,YES,70%,23,39782
7060,YES,97%,67,39260
15532,YES,NA,NA,38804
12079,YES,NA,NA,35987
7907,YES,84%,38,35960
10176,YES,NA,NA,41099
13986,YES,89%,331,35754
10148,NA,NA,NA,152074
5508,YES,88%,16,40539
12433,YES,NA,NA,42698
5616,YES,86%,175,43834
12330,YES,86%,1091,38987
3025,YES,NA,NA,37132
11224,YES,NA,NA,41014
3139,YES,88%,17,39588
11001,YES,99%,162,37616
7562,YES,83%,72,38414
11407,YES,NA,NA,129095
30623,NA,85%,828,152888
9674,NA,NA,NA,152076
8877,NA,NA,NA,152068
4135,YES,NA,NA,44711
5104,YES,79%,68,43397
10112,YES,85%,61,38412
7457,YES,96%,25,45052
6863,YES,NA,NA,35389
6630,YES,NA,NA,36124
2421,YES,NA,NA,44301
9159,YES,95%,263,40893
9435,YES,94%,65,41844
6691,YES,83%,138,39156
3985,YES,NA,NA,37715
4705,YES,98%,41,37442
10773,YES,100%,5,42094
6580,YES,100%,9,40813
14018,YES,100%,27,43733
14018,YES,100%,27,43134
14018,YES,100%,27,37788
5670,YES,86%,7,41762
10064,YES,NA,NA,41900
6081,YES,NA,NA,41050
10668,YES,94%,444,43453
12515,YES,95%,520,36884
84819,NA,NA,NA,36250
12759,YES,NA,NA,39137
11205,YES,NA,NA,45110
6345,YES,NA,NA,45255
4699,YES,NA,NA,43645
7171,YES,79%,56,43366
11645,YES,NA,NA,44125
21187,YES,NA,NA,38697
4227,YES,100%,53,35675
10853,YES,93%,669,41835
9289,YES,85%,47,36698
10212,YES,NA,NA,40009
NA,YES,NA,NA,43573
12897,YES,NA,NA,35677
7522,YES,NA,NA,40616
5799,YES,84%,45,37447
20031,YES,NA,NA,39044
22424,YES,96%,428,37465
10942,YES,NA,NA,37096
10422,YES,88%,233,36005
8747,YES,NA,NA,41346
16849,YES,86%,50,41766
24170,YES,100%,5,42990
12458,YES,NA,NA,39912
9194,YES,91%,77,40525
6518,YES,92%,153,44149
5215,YES,NA,NA,36148
2879,YES,87%,30,35813
5530,YES,NA,NA,36838
5610,YES,86%,115,36522
4378,YES,NA,NA,37478
4665,YES,NA,NA,35542
6167,YES,100%,114,39914
6078,YES,NA,NA,39953
58581,YES,53%,17,105882
6167,YES,100%,114,45114
7548,YES,NA,NA,41190
21123,YES,NA,NA,40675
21123,NA,NA,NA,151876
15774,YES,100%,7,44484
5945,YES,NA,NA,44642
3505,YES,89%,9,43127
12555,YES,NA,NA,42746
35658,NA,90%,1065,153484
6225,YES,NA,NA,130157
6411,YES,92%,301,35290
8688,YES,93%,71,39134
4773,YES,NA,NA,44280
12334,YES,NA,NA,40742
10212,YES,NA,NA,44045
10410,YES,NA,NA,41818
12945,YES,94%,505,36042
14879,YES,NA,NA,36036
15823,YES,NA,NA,37645
13578,YES,97%,600,42114
5540,YES,73%,192,42900
16492,YES,87%,45,39488
7785,YES,NA,NA,39453
10940,YES,88%,2174,37854
4129,YES,96%,55,42122
4209,YES,NA,NA,41596
8717,YES,NA,NA,35190
10042,YES,75%,8,36204
15593,YES,89%,89,37560
18058,YES,NA,NA,37586
1864,YES,81%,21,36353
7426,YES,93%,44,40216
6637,YES,NA,NA,38256
6637,YES,NA,NA,38409
7716,YES,100%,22,41129
7711,YES,NA,NA,38714
8705,YES,NA,NA,44852
16240,YES,NA,NA,40688
3650,YES,91%,33,40088
17318,YES,90%,31,39798
17318,YES,90%,31,40792
7697,YES,NA,NA,43420
4728,YES,87%,23,36382
2542,YES,NA,NA,38068
21115,NA,NA,NA,152057
6864,YES,NA,NA,35646
6450,YES,NA,NA,35404
36526,YES,89%,121,39102
3649,YES,92%,170,44868
5332,YES,96%,26,44369
3961,YES,100%,5,40103
4647,YES,NA,NA,41616
2392,YES,NA,NA,35845
13881,YES,NA,NA,40890
6593,YES,92%,235,42880
16775,YES,NA,NA,36686
18138,YES,NA,NA,39614
18138,NA,NA,NA,152182
4290,YES,NA,NA,38313
37656,YES,86%,129,44202
2485,YES,95%,20,37097
NA,YES,NA,NA,141843
457,NA,NA,NA,151938
12281,YES,86%,28,38406
12281,YES,86%,28,39578
12281,YES,86%,28,38504
9524,YES,NA,NA,44436
43892,YES,84%,755,35943
13467,YES,84%,49,43401
9996,YES,NA,NA,39625
19928,YES,NA,NA,35221
,,,,153343
198,YES,NA,NA,138752
5559,NA,NA,NA,152880
10559,YES,56%,9,36262
10559,YES,56%,9,37625
4745,YES,86%,63,43722
20810,YES,NA,NA,43069
5009,YES,96%,67,36198
7802,YES,NA,NA,40040
11787,YES,NA,NA,38859
29703,YES,25%,8,41996
8954,YES,NA,NA,38419
3965,YES,NA,NA,40288
3635,YES,NA,NA,44221
10399,YES,100%,10,38498
9252,YES,NA,NA,40682
15607,YES,86%,97,42912
2762,YES,96%,57,44869
14459,YES,91%,469,41701
19115,YES,NA,NA,38328
5257,YES,NA,NA,42301
1920,YES,NA,NA,42883
9553,YES,NA,NA,37293
13223,YES,89%,168,42511
2827,YES,NA,NA,37998
9587,YES,93%,97,85620
10086,YES,96%,162,39206
26200,YES,89%,918,43271
26200,YES,89%,918,43352
16650,YES,92%,178,35617
4955,YES,79%,33,42671
13288,YES,90%,135,39952
13288,YES,90%,135,37229
10787,YES,95%,81,37632
8632,YES,NA,NA,44595
14685,YES,88%,216,39605
7598,YES,82%,44,38053
10969,YES,100%,12,37845
3532,YES,100%,28,43361
18007,YES,NA,NA,35531
2889,YES,92%,106,44186
17069,YES,NA,NA,37614
17069,YES,NA,NA,38985
17069,YES,NA,NA,38492
13999,YES,67%,6,43036
9936,YES,NA,NA,40323
9939,YES,96%,24,38645
11409,YES,NA,NA,39352
5895,YES,94%,240,37974
5632,YES,100%,6,37424
8992,YES,NA,NA,37477
12007,YES,96%,556,44120
12007,YES,96%,556,43441
2215,YES,93%,14,40233
6036,YES,100%,10,36550
17531,YES,96%,396,45044
8126,YES,98%,385,39056
12737,YES,95%,374,127862
8524,YES,77%,65,40223
9787,YES,100%,20,44195
6802,YES,NA,NA,41934
16198,YES,89%,96,44799
27072,NA,68%,44,152109
3278,YES,NA,NA,43546
9521,YES,NA,NA,38377
5020,YES,NA,NA,35702
